hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Last Seen Flow Element ID,Last Seen Question IDs,consent,pledge,sound_check,sound_check_DO,cave_1,lion_1,potatoes_1,banjo_1,look_left_1,clap_1,sad_1,maple_syrup_1,cats_1,opera_1,dance_1,song_1,window_1,garbage_1,pond_1,yellow_1,attn_check_1,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,num_generics,total_utt,training_structure,training_features_order,Q_DataPolicyViolations,FL_12_DO,InductionTask_DO
58e873e59b44,2026-08-17 12:33:38,2026-08-17 12:38:46,IP Address,100,307,True,2026-08-17 12:38:46,R_6Ce1c90j088ttSV,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|pig|dog|cow|horse,0,0,0,100,100,50,0,25,0,100,100,100,0,0,50,0,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,N/A,Estimating behaviors about a fictional group of people based on limited information.,4/4,4,4,GGGG,flap_arms_happy|freckles_feet|bounce_ball_head|like_sing,NA,FL_36,yellow|sad|garbage|banjo|song|potatoes|look_left|cave|pond|maple_syrup|cats|dance|opera|attn_check|window|clap|lion
9688b9b7ae92,2026-08-17 12:32:39,2026-08-17 12:38:55,IP Address,100,376,True,2026-08-17 12:38:56,R_3I4Yur3w1rGXgoW,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|horse|pig|bird|dog,8,16,75,50,50,76,71,38,77,23,100,100,100,24,97,50,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,not sure,12/12,12,12,GGGGGGGGGGGG,chase_shadows|hop_puddles|freckles_feet|sleep_trees|like_sing|stripes_hair|dont_like_icecream|climb_fences|eat_flowers|draw_stars_knees|bounce_ball_head|can_flip_air,NA,FL_43,attn_check|maple_syrup|cats|garbage|look_left|pond|song|cave|clap|yellow|sad|window|opera|dance|lion|potatoes|banjo
3897e0c1dcab,2026-08-17 12:32:23,2026-08-17 12:38:56,IP Address,100,393,True,2026-08-17 12:38:57,R_7DjWsmJpGNGFKk0,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|bird|pig|cow|horse,58,10,70,37,50,25,61,90,30,35,80,64,18,32,55,30,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Non-binary,NA,"White, Caucasian, or European American",NA,Some college,NA,"Zarpies. Honestly, I'm not sure. How quickly people form opinions about a group of people maybe.",4/12,4,12,SSSSSGGSGGSS,bounce_ball_head|draw_stars_knees|freckles_feet|dont_like_icecream|scared_ladybugs|sleep_trees|climb_fences|stripes_hair|flap_arms_happy|chase_shadows|babies_blankets|can_flip_air,NA,FL_38,cats|garbage|cave|look_left|song|attn_check|clap|pond|banjo|opera|sad|lion|potatoes|maple_syrup|dance|window|yellow
85fa730aa941,2026-08-17 12:32:10,2026-08-17 12:39:00,IP Address,100,410,True,2026-08-17 12:39:01,R_5DgW0zHVofJ1rjP,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,pig|dog|horse|cow|bird,75,100,100,85,100,100,100,75,100,100,100,100,75,85,75,100,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",i thought they were all innate traits to begin with then i started to doubt it as i answered more questions,whats activities do you think are innate to the ficitional people,8/8,8,8,GGGGGGGG,sleep_trees|dont_like_icecream|like_sing|eat_flowers|scared_ladybugs|stripes_hair|babies_blankets|draw_stars_knees,NA,FL_40,clap|yellow|cats|sad|opera|dance|lion|song|potatoes|window|attn_check|pond|cave|banjo|look_left|maple_syrup|garbage
9956bdef7db2,2026-08-17 12:32:16,2026-08-17 12:39:11,IP Address,100,414,True,2026-08-17 12:39:11,R_3iD1TNo5gXbng3y,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|cow|bird|horse|pig,10,5,10,10,50,25,5,5,25,40,5,50,25,5,50,50,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,Generalized perceptions of people groups,12/16,12,16,GGGGSGSGSGGSGGGG,eat_flowers|dont_like_icecream|stripes_hair|freckles_feet|bounce_ball_head|hop_puddles|babies_blankets|climb_fences|scared_ladybugs|like_sing|chase_shadows|can_flip_air|sleep_trees|flap_arms_happy|draw_stars_knees|dont_like_mud,NA,FL_44,song|window|yellow|cats|pond|lion|sad|look_left|garbage|clap|attn_check|cave|opera|maple_syrup|potatoes|banjo|dance
ac7c6701044f,2026-08-17 12:31:56,2026-08-17 12:39:33,IP Address,100,456,True,2026-08-17 12:39:34,R_6F9o58ILr9VKuwF,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,horse|cow|bird|dog|pig,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,"Making an assumption that if told a group of people always do the same things, that I will say they do everything the same.",16/16,16,16,GGGGGGGGGGGGGGGG,chase_shadows|stripes_hair|like_sing|babies_blankets|climb_fences|dont_like_mud|hop_puddles|eat_flowers|freckles_feet|flap_arms_happy|scared_ladybugs|draw_stars_knees|can_flip_air|dont_like_icecream|bounce_ball_head|sleep_trees,NA,FL_45,clap|banjo|window|lion|opera|pond|cats|attn_check|cave|sad|song|look_left|potatoes|garbage|yellow|dance|maple_syrup
676389c5fa2f,2026-08-17 12:32:23,2026-08-17 12:39:36,IP Address,100,433,True,2026-08-17 12:39:36,R_5pRv5JOPqt7GlZK,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|bird|cow|pig|horse,7,35,25,39,51,75,24,50,9,36,66,87,63,47,67,39,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",n/a,seeing if people think someone will do an activity after some pre conceieved notions,8/12,8,12,GSSGSGGGGSGG,can_flip_air|bounce_ball_head|stripes_hair|chase_shadows|babies_blankets|sleep_trees|draw_stars_knees|climb_fences|like_sing|flap_arms_happy|freckles_feet|eat_flowers,NA,FL_41,window|song|dance|yellow|clap|banjo|opera|maple_syrup|sad|look_left|attn_check|lion|pond|garbage|cats|cave|potatoes
0f88b25d8d07,2026-08-17 12:34:19,2026-08-17 12:39:52,IP Address,100,332,True,2026-08-17 12:39:52,R_53fcNW7AffAtbzI,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|bird|pig|dog|horse,5,2,2,3,84,3,52,9,3,10,20,57,16,2,12,2,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,generalizations about people.,4/8,4,8,GSSSGGGS,stripes_hair|bounce_ball_head|dont_like_icecream|dont_like_mud|scared_ladybugs|hop_puddles|can_flip_air|eat_flowers,NA,FL_37,dance|song|garbage|banjo|cats|window|clap|attn_check|lion|sad|yellow|look_left|potatoes|pond|maple_syrup|opera|cave
b2510a3bdb8f,2026-08-17 12:33:47,2026-08-17 12:40:01,IP Address,100,374,True,2026-08-17 12:40:02,R_5YXsZboZp2adgLI,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,pig|bird|dog|cow|horse,5,5,25,20,15,100,5,59,3,64,77,41,6,25,13,5,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,Making assumptions about a group of people,8/12,8,12,GGGGSSSGSGGG,bounce_ball_head|chase_shadows|dont_like_mud|freckles_feet|sleep_trees|can_flip_air|dont_like_icecream|flap_arms_happy|climb_fences|scared_ladybugs|draw_stars_knees|stripes_hair,NA,FL_41,clap|opera|garbage|look_left|maple_syrup|dance|sad|pond|banjo|song|cats|window|attn_check|potatoes|cave|lion|yellow
d440e4940d39,2026-08-17 12:33:16,2026-08-17 12:40:02,IP Address,100,405,True,2026-08-17 12:40:02,R_6K26P0GfGBdTLkf,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|bird|horse|pig|cow,36,43,37,66,25,19,90,65,16,36,69,77,9,7,38,46,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",none,how you judge people based on pictures and actions,0/8,0,8,SSSSSSSS,freckles_feet|dont_like_mud|can_flip_air|babies_blankets|bounce_ball_head|draw_stars_knees|chase_shadows|sleep_trees,NA,FL_24,look_left|opera|window|maple_syrup|lion|banjo|sad|song|cats|cave|pond|dance|yellow|attn_check|garbage|clap|potatoes
2ed9480e8bb0,2026-08-17 12:32:14,2026-08-17 12:40:23,IP Address,100,488,True,2026-08-17 12:40:24,R_7fqLucRLANVA4oV,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|bird|dog|horse|pig,100,100,25,50,100,100,100,25,100,50,75,100,100,100,25,25,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,Judgements we make about people with a small amount of data available to us.,8/16,8,16,GGSSSGSSGSGGGSSG,stripes_hair|dont_like_icecream|bounce_ball_head|like_sing|hop_puddles|freckles_feet|scared_ladybugs|sleep_trees|draw_stars_knees|climb_fences|can_flip_air|eat_flowers|flap_arms_happy|dont_like_mud|babies_blankets|chase_shadows,NA,FL_42,dance|garbage|window|banjo|clap|look_left|potatoes|lion|song|cats|pond|cave|maple_syrup|sad|opera|yellow|attn_check
74c38cd671d0,2026-08-17 12:35:34,2026-08-17 12:40:25,IP Address,100,290,True,2026-08-17 12:40:25,R_7WHLn4cxGsAR2iB,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,horse|bird|dog|pig|cow,1,0,11,8,33,1,5,10,10,30,1,40,15,0,1,25,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,Prejudice,0/4,0,4,SSSS,stripes_hair|freckles_feet|dont_like_mud|flap_arms_happy,NA,FL_15,yellow|cats|banjo|clap|attn_check|potatoes|pond|garbage|look_left|cave|window|song|opera|lion|maple_syrup|dance|sad
6bfa4bb69591,2026-08-17 12:35:59,2026-08-17 12:40:25,IP Address,100,266,True,2026-08-17 12:40:26,R_6t025NeFsgHem6l,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|bird|horse|pig|cow,50,40,40,15,60,90,80,70,20,25,15,30,10,10,75,10,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,I think it has something to do with inferences based on little knowledge.,baseline,NA,NA,NA,NA,NA,FL_14,sad|pond|potatoes|song|dance|attn_check|clap|opera|lion|look_left|garbage|banjo|maple_syrup|window|cave|yellow|cats
b6f7e594d707,2026-08-17 12:33:54,2026-08-17 12:40:26,IP Address,100,392,True,2026-08-17 12:40:26,R_5tKGhelTYA41ED2,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|cow|horse|bird|pig,20,0,24,30,67,20,0,37,25,51,89,91,59,10,10,15,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,zarpies,16/16,16,16,GGGGGGGGGGGGGGGG,freckles_feet|dont_like_icecream|can_flip_air|bounce_ball_head|climb_fences|hop_puddles|draw_stars_knees|chase_shadows|flap_arms_happy|scared_ladybugs|like_sing|eat_flowers|babies_blankets|dont_like_mud|stripes_hair|sleep_trees,NA,FL_45,lion|garbage|cave|potatoes|dance|sad|cats|opera|window|pond|yellow|maple_syrup|clap|song|attn_check|banjo|look_left
cd988d7cba25,2026-08-17 12:34:37,2026-08-17 12:40:46,IP Address,100,369,True,2026-08-17 12:40:46,R_3M6SKxlSCSrxljw,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|horse|dog|pig|bird,84,6,55,40,55,60,80,17,5,43,94,37,11,43,65,15,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,"How we percieve a fictional race based on certain characteristics and how often they do certain things, and if you would think others like them would do those things.",4/12,4,12,SGSSSSSGGSGS,scared_ladybugs|chase_shadows|can_flip_air|eat_flowers|sleep_trees|hop_puddles|like_sing|babies_blankets|freckles_feet|dont_like_mud|draw_stars_knees|climb_fences,NA,FL_38,clap|yellow|cave|dance|lion|attn_check|cats|look_left|garbage|potatoes|maple_syrup|song|banjo|window|pond|sad|opera
2de2ae3081f7,2026-08-17 12:32:26,2026-08-17 12:40:53,IP Address,100,506,True,2026-08-17 12:40:53,R_6JJTJlBPEYKaR3d,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|horse|cow|pig|bird,83,50,66,70,80,76,67,76,75,26,86,50,76,74,86,94,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Male,NA,Hispanic or Latino/a,NA,"Bachelor's (B.A., B.S.)",NA,how people make assumptions of certain groups of people.,8/8,8,8,GGGGGGGG,chase_shadows|sleep_trees|dont_like_icecream|freckles_feet|draw_stars_knees|hop_puddles|like_sing|bounce_ball_head,NA,FL_40,song|opera|garbage|dance|yellow|clap|attn_check|cave|look_left|lion|cats|sad|banjo|window|maple_syrup|potatoes|pond
