hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,diet_can_eat_spicy_1,diet_breakfast_late_1,diet_five_meals_day_1,diet_like_juice_pulp_1,diet_pepper_on_all_1,pers_cry_easily_1,pers_collect_rocks_1,pers_like_to_dance_1,pers_like_highfive_1,pers_read_books_1,phys_can_roll_tongue_1,phys_can_snap_toes_1,phys_can_wiggle_ears_1,phys_cold_hands_feet_1,phys_snore_sleep_1,attn_check_1,group_charact,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,Q_DataPolicyViolations,FL_12_DO,physicalfeatures_DO,dietfeatures_DO,personalityfeatures_DO,heterogeneousfeatures_DO,InductionTask_DO
a44a055ccd13,2026-06-23 14:59:26,2026-06-23 15:06:16,IP Address,100,410,True,2026-06-23 15:06:16,R_6hLLgptlH9EqK9q,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|dog|cow|bird,85,25,60,10,50,60,10,75,75,75,5,5,5,5,40,100,"happy, friendly, organized, creative",Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American,Hispanic or Latino/a",NA,"Master's (M.A., M.S.)",no,try to create a characteristic of a group of imaginary people,diet,NA,FL_34,NA,make_bread|lt_drink_maple_syrup|like_to_eat_herbs|like_to_drink_tea|eat_nuts|lt_drink_fizzy_water|like_to_eat_sweets|drink_milk|rdont_like_ice_cream|eat_cheese|like_to_eat_broccoli|farm_potatoes|eat_meat|rdont_like_soup|eat_rice,NA,NA,diet_breakfast_late|pers_like_highfive|diet_like_juice_pulp|diet_pepper_on_all|diet_can_eat_spicy|phys_can_snap_toes|attn_check|phys_cold_hands_feet|phys_snore_sleep|phys_can_wiggle_ears|pers_read_books|pers_like_to_dance|pers_collect_rocks|pers_cry_easily|phys_can_roll_tongue|diet_five_meals_day
cdc055c46f2f,2026-06-23 14:58:15,2026-06-23 15:06:21,IP Address,100,485,True,2026-06-23 15:06:21,R_7Kwq3AfZdv0khxc,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|bird|pig|dog,50,60,30,30,20,24,27,40,18,70,27,60,16,35,50,100,"Based on the information provided, Zarpies seem to be brave, thoughtful, nurturing, and community-wellbeing focused.",Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American,Hispanic or Latino/a,East Asian",NA,Some college,NA,"If I had to guess, I think this study might be about what kinds of associations people make when provided with given visual imagery and statements about a de-identified group of people, and therefore better understand how people create ethnic/national associations or stereotypes in general.",personality,NA,FL_80,NA,NA,are_brave|are_forgetful|tell_bad_jokes|are_angry|like_to_ride_bikes|are_thoughtful|give_good_gifts|teach_children|live_w_thr_families|are_friendly|can_do_cartwheels|are_smart|take_care_of_others|are_curious|are_silly,NA,diet_five_meals_day|diet_pepper_on_all|pers_read_books|attn_check|diet_like_juice_pulp|phys_snore_sleep|phys_can_roll_tongue|diet_breakfast_late|pers_like_to_dance|pers_collect_rocks|pers_cry_easily|phys_can_wiggle_ears|diet_can_eat_spicy|phys_cold_hands_feet|pers_like_highfive|phys_can_snap_toes
aea95c7e507c,2026-06-23 14:59:22,2026-06-23 15:06:21,IP Address,100,419,True,2026-06-23 15:06:22,R_3HvlH0pGCHQn0Qt,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|cow|dog|bird,50,20,3,5,2,25,30,50,70,35,30,10,40,50,40,100,they are humans,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American,Hispanic or Latino/a,Black or African American,Native American, American Indian, or Alaska Native",NA,Some college,NA,it was a little weird,diet,NA,FL_34,NA,like_to_eat_sweets|farm_potatoes|lt_drink_fizzy_water|drink_milk|eat_nuts|eat_cheese|eat_meat|rdont_like_ice_cream|like_to_eat_broccoli|rdont_like_soup|lt_drink_maple_syrup|like_to_drink_tea|eat_rice|make_bread|like_to_eat_herbs,NA,NA,diet_can_eat_spicy|pers_cry_easily|diet_pepper_on_all|diet_five_meals_day|attn_check|diet_breakfast_late|pers_read_books|phys_can_snap_toes|phys_snore_sleep|phys_can_roll_tongue|pers_collect_rocks|phys_cold_hands_feet|diet_like_juice_pulp|phys_can_wiggle_ears|pers_like_highfive|pers_like_to_dance
d1737c71076f,2026-06-23 14:57:51,2026-06-23 15:06:26,IP Address,100,514,True,2026-06-23 15:06:26,R_7K1lNeWGxETO0TR,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|cow|dog|horse,27,29,10,50,2,31,6,57,68,31,42,1,5,0,44,100,Not sure exactly. They seem to have pretty broad likes (though with some strange specific dislikes) that are usually pretty similar to mine.,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,How we view groups of other people,diet,NA,FL_34,NA,lt_drink_fizzy_water|eat_meat|rdont_like_ice_cream|farm_potatoes|rdont_like_soup|eat_cheese|like_to_eat_broccoli|make_bread|eat_rice|like_to_eat_sweets|lt_drink_maple_syrup|like_to_drink_tea|drink_milk|eat_nuts|like_to_eat_herbs,NA,NA,phys_cold_hands_feet|phys_can_snap_toes|pers_like_to_dance|diet_breakfast_late|diet_like_juice_pulp|phys_can_wiggle_ears|diet_pepper_on_all|diet_five_meals_day|pers_like_highfive|phys_can_roll_tongue|pers_read_books|diet_can_eat_spicy|pers_collect_rocks|attn_check|phys_snore_sleep|pers_cry_easily
48718e112403,2026-06-23 14:59:50,2026-06-23 15:06:30,IP Address,100,399,True,2026-06-23 15:06:30,R_6qeLWqm189qN5wh,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|dog|horse|bird,77,20,21,46,29,45,40,82,89,60,44,60,55,31,90,100,They are close to humans but have some key differences like the freckles on their feet and the stripes in their hair.,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American,Hispanic or Latino/a",NA,"Bachelor's (B.A., B.S.)",No confusion,Our perceptions of others based on limited information.,physical,NA,FL_24,have_flat_bellbutton|have_freckles_o_feet|can_touch_their_toes|have_stripes_in_hair|have_short_nails|wear tall socks|have_tattoos|have_bony_elbows|have_a_loud_voice|draw_circle_on_knees|paint_their_toenails|can_see_really_far|tan_easily|have_orange_earwax|have_wide_feet,NA,NA,NA,phys_snore_sleep|phys_can_wiggle_ears|diet_pepper_on_all|diet_breakfast_late|pers_like_to_dance|pers_read_books|diet_five_meals_day|pers_like_highfive|attn_check|phys_can_roll_tongue|pers_cry_easily|pers_collect_rocks|phys_cold_hands_feet|diet_like_juice_pulp|phys_can_snap_toes|diet_can_eat_spicy
d13011d2dad7,2026-06-23 15:00:21,2026-06-23 15:06:33,IP Address,100,371,True,2026-06-23 15:06:33,R_7EGcKELVrCYD3mF,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|cow|bird|dog,51,35,39,28,39,64,64,70,77,52,19,5,20,24,50,100,Friendly people that like to explore the world around them. They seem to be emotional.,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,How characteristics influence perceptions.,personality,NA,FL_80,NA,NA,are_thoughtful|are_curious|can_do_cartwheels|tell_bad_jokes|are_angry|are_forgetful|take_care_of_others|are_smart|teach_children|live_w_thr_families|are_brave|like_to_ride_bikes|are_friendly|are_silly|give_good_gifts,NA,diet_pepper_on_all|phys_snore_sleep|pers_cry_easily|pers_collect_rocks|pers_read_books|phys_can_snap_toes|attn_check|phys_can_roll_tongue|pers_like_highfive|diet_five_meals_day|phys_can_wiggle_ears|diet_like_juice_pulp|phys_cold_hands_feet|diet_breakfast_late|pers_like_to_dance|diet_can_eat_spicy
b8063b1377ba,2026-06-23 14:55:37,2026-06-23 15:06:34,IP Address,100,656,True,2026-06-23 15:06:34,R_5GJ48PivmOMJmwx,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|dog|pig|cow,53,12,10,33,24,33,11,76,90,95,12,22,5,11,45,100,They are human as far as I know. No different than the rest of the human population.,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,"Showing that other ethnic groups (or, people from other areas) are no more different than you or me.",personality,NA,FL_80,NA,NA,are_friendly|are_angry|are_curious|take_care_of_others|teach_children|can_do_cartwheels|live_w_thr_families|are_thoughtful|are_forgetful|are_smart|like_to_ride_bikes|are_brave|give_good_gifts|are_silly|tell_bad_jokes,NA,phys_snore_sleep|diet_five_meals_day|pers_like_to_dance|pers_like_highfive|diet_like_juice_pulp|phys_can_roll_tongue|pers_read_books|phys_can_wiggle_ears|phys_can_snap_toes|diet_can_eat_spicy|phys_cold_hands_feet|attn_check|diet_breakfast_late|pers_cry_easily|diet_pepper_on_all|pers_collect_rocks
0b026d29ac90,2026-06-23 15:01:04,2026-06-23 15:06:37,IP Address,100,333,True,2026-06-23 15:06:38,R_1IhC6oYZSeOGxoJ,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|bird|dog|horse,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,if they identify as a zarpie,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,NA,heterogeneous,NA,FL_14,NA,NA,NA,are_angry|tell_bad_jokes|rdont_like_soup|like_to_eat_broccoli|make_bread|tan_easily|like_to_ride_bikes|have_orange_earwax|like_to_eat_herbs|are_friendly|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,pers_read_books|phys_snore_sleep|diet_can_eat_spicy|pers_like_to_dance|pers_like_highfive|phys_can_roll_tongue|pers_cry_easily|attn_check|phys_can_snap_toes|diet_like_juice_pulp|phys_can_wiggle_ears|diet_breakfast_late|pers_collect_rocks|diet_five_meals_day|phys_cold_hands_feet|diet_pepper_on_all
82ec419346e6,2026-06-23 14:57:12,2026-06-23 15:06:38,IP Address,100,565,True,2026-06-23 15:06:38,R_7VJ5RLxybAWoiBP,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|horse|dog|bird,42,25,12,17,1,25,3,38,24,50,25,1,3,7,20,100,They are varied in characteristics like any group.,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,If being exposed to generalizations about a group can elicit further generalizations when questioned about the group.,heterogeneous,NA,FL_14,NA,NA,NA,are_friendly|rdont_like_soup|like_to_eat_herbs|make_bread|tan_easily|like_to_ride_bikes|have_orange_earwax|tell_bad_jokes|are_angry|like_to_eat_broccoli|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,diet_breakfast_late|phys_can_wiggle_ears|attn_check|pers_like_highfive|pers_cry_easily|diet_like_juice_pulp|phys_can_snap_toes|pers_like_to_dance|diet_can_eat_spicy|phys_snore_sleep|diet_five_meals_day|diet_pepper_on_all|pers_read_books|pers_collect_rocks|phys_cold_hands_feet|phys_can_roll_tongue
46bc47e75f74,2026-06-23 14:59:23,2026-06-23 15:06:43,IP Address,100,440,True,2026-06-23 15:06:44,R_31Mhe8lA6w0Bzb3,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|dog|bird|pig,50,75,50,75,50,75,25,75,100,50,50,15,25,65,50,100,They are flesh and bone and have 4 limbs (2 arms/hands & two legs),Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,Hispanic or Latino/a,NA,"Bachelor's (B.A., B.S.)",N/A,How some traits are not always the same of everyone,physical,NA,FL_24,wear tall socks|can_see_really_far|have_short_nails|can_touch_their_toes|have_wide_feet|have_freckles_o_feet|have_a_loud_voice|have_stripes_in_hair|draw_circle_on_knees|have_bony_elbows|have_flat_bellbutton|tan_easily|paint_their_toenails|have_tattoos|have_orange_earwax,NA,NA,NA,diet_breakfast_late|pers_like_to_dance|diet_five_meals_day|attn_check|diet_pepper_on_all|pers_read_books|diet_can_eat_spicy|pers_collect_rocks|phys_cold_hands_feet|phys_can_snap_toes|pers_cry_easily|pers_like_highfive|phys_snore_sleep|diet_like_juice_pulp|phys_can_wiggle_ears|phys_can_roll_tongue
7e1fd1875480,2026-06-23 14:54:36,2026-06-23 15:06:46,IP Address,100,730,True,2026-06-23 15:06:46,R_6OksEyZN37GKFHG,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|pig|cow|dog,91,35,85,75,15,70,65,50,70,40,10,29,20,36,50,100,"They eat,drink and are always together.",Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American,Hispanic or Latino/a",NA,"Bachelor's (B.A., B.S.)",No,It was a good study that showed us how people really think.,diet,NA,FL_34,NA,like_to_eat_sweets|eat_nuts|lt_drink_maple_syrup|eat_meat|rdont_like_ice_cream|like_to_eat_broccoli|make_bread|like_to_eat_herbs|farm_potatoes|lt_drink_fizzy_water|rdont_like_soup|drink_milk|eat_rice|eat_cheese|like_to_drink_tea,NA,NA,diet_like_juice_pulp|diet_five_meals_day|pers_like_to_dance|diet_pepper_on_all|phys_can_wiggle_ears|diet_breakfast_late|phys_can_roll_tongue|pers_read_books|phys_can_snap_toes|phys_cold_hands_feet|pers_collect_rocks|pers_like_highfive|phys_snore_sleep|pers_cry_easily|attn_check|diet_can_eat_spicy
cf41666a8273,2026-06-23 14:58:53,2026-06-23 15:06:47,IP Address,100,474,True,2026-06-23 15:06:47,R_3hbRqTLvEKrTqXb,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|horse|bird|pig,80,10,1,40,1,15,1,40,20,40,10,1,1,5,25,100,Zarpies sound like every other group of people to me. I'd say Zarpies are characterized as humans.,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,No problems,I think the study is a psychological test.,personality,NA,FL_80,NA,NA,take_care_of_others|like_to_ride_bikes|are_forgetful|are_angry|give_good_gifts|are_curious|can_do_cartwheels|are_silly|tell_bad_jokes|are_friendly|are_brave|are_smart|teach_children|are_thoughtful|live_w_thr_families,NA,phys_snore_sleep|diet_can_eat_spicy|phys_can_roll_tongue|attn_check|diet_breakfast_late|pers_like_highfive|diet_pepper_on_all|pers_read_books|phys_can_snap_toes|diet_like_juice_pulp|pers_like_to_dance|pers_cry_easily|pers_collect_rocks|phys_cold_hands_feet|diet_five_meals_day|phys_can_wiggle_ears
b2c6a76f1a63,2026-06-23 14:57:29,2026-06-23 15:06:47,IP Address,100,557,True,2026-06-23 15:06:47,R_57aroBNwrXeA993,anonymous,EN,I consent,"Yes, I will",bird,bird|horse|pig|cow|dog,50,90,80,50,80,90,50,85,90,80,95,10,95,5,50,100,"As a group, Zarpies like to mark themselves, such as through tattoos, nail polish and drawing on their knees.",Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,how people infer things about others,physical,NA,FL_24,draw_circle_on_knees|have_short_nails|have_orange_earwax|tan_easily|have_a_loud_voice|can_touch_their_toes|have_tattoos|have_flat_bellbutton|have_bony_elbows|have_freckles_o_feet|have_wide_feet|have_stripes_in_hair|can_see_really_far|wear tall socks|paint_their_toenails,NA,NA,NA,diet_like_juice_pulp|diet_five_meals_day|pers_read_books|diet_breakfast_late|pers_cry_easily|pers_like_highfive|pers_like_to_dance|phys_snore_sleep|phys_cold_hands_feet|phys_can_snap_toes|phys_can_wiggle_ears|pers_collect_rocks|phys_can_roll_tongue|attn_check|diet_can_eat_spicy|diet_pepper_on_all
9aaa4fe18590,2026-06-23 14:59:01,2026-06-23 15:06:52,IP Address,100,470,True,2026-06-23 15:06:52,R_5l8VYcTQSAeXrcR,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|bird|cow|dog,86,16,100,100,61,90,100,100,51,100,50,100,37,100,27,100,They all do the same things the same way..,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American,Native American, American Indian, or Alaska Native",NA,High school/GED,None,How a group will do things the same way. Like or hate the same things. How doing things the same way makes them a group.,heterogeneous,NA,FL_14,NA,NA,NA,tell_bad_jokes|are_friendly|make_bread|tan_easily|like_to_eat_broccoli|have_orange_earwax|are_angry|like_to_ride_bikes|like_to_eat_herbs|rdont_like_soup|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,diet_breakfast_late|phys_snore_sleep|phys_can_wiggle_ears|phys_can_roll_tongue|pers_like_highfive|diet_pepper_on_all|diet_can_eat_spicy|pers_collect_rocks|phys_cold_hands_feet|pers_like_to_dance|attn_check|pers_read_books|diet_five_meals_day|phys_can_snap_toes|diet_like_juice_pulp|pers_cry_easily
fd8400611018,2026-06-23 14:58:57,2026-06-23 15:07:07,IP Address,100,489,True,2026-06-23 15:07:07,R_7PoWcK7RwT53KA4,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|bird|dog|horse,94,42,51,76,68,76,79,80,75,76,95,91,89,86,53,100,random physical traits,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,NA,physical,NA,FL_24,can_see_really_far|have_bony_elbows|paint_their_toenails|draw_circle_on_knees|have_wide_feet|have_short_nails|have_tattoos|tan_easily|have_orange_earwax|have_flat_bellbutton|have_stripes_in_hair|have_freckles_o_feet|can_touch_their_toes|have_a_loud_voice|wear tall socks,NA,NA,NA,phys_can_roll_tongue|pers_cry_easily|phys_snore_sleep|pers_like_to_dance|pers_collect_rocks|attn_check|phys_cold_hands_feet|diet_breakfast_late|diet_like_juice_pulp|phys_can_wiggle_ears|diet_pepper_on_all|pers_read_books|diet_can_eat_spicy|pers_like_highfive|diet_five_meals_day|phys_can_snap_toes
8654f056bf2e,2026-06-23 14:59:54,2026-06-23 15:07:15,IP Address,100,440,True,2026-06-23 15:07:15,R_3VkyPkG2UuAVt1D,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|pig|bird|dog,50,1,50,50,50,50,50,50,50,50,50,51,50,50,50,100,I have zero idea.,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American,East Asian",NA,Prefer not to specify,None,"Unfortunately, I have no idea.",physical,NA,FL_24,have_tattoos|have_freckles_o_feet|have_short_nails|have_bony_elbows|have_a_loud_voice|can_touch_their_toes|have_flat_bellbutton|have_wide_feet|have_orange_earwax|paint_their_toenails|draw_circle_on_knees|tan_easily|wear tall socks|can_see_really_far|have_stripes_in_hair,NA,NA,NA,diet_breakfast_late|pers_collect_rocks|pers_like_highfive|attn_check|diet_five_meals_day|phys_can_roll_tongue|diet_like_juice_pulp|pers_cry_easily|phys_can_snap_toes|pers_like_to_dance|pers_read_books|phys_cold_hands_feet|phys_can_wiggle_ears|diet_can_eat_spicy|diet_pepper_on_all|phys_snore_sleep
b69858d31f12,2026-06-23 14:59:59,2026-06-23 15:07:15,IP Address,100,436,True,2026-06-23 15:07:16,R_1jTGFbtY8ARvksP,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|cow|bird|pig,50,25,50,65,10,50,75,75,50,100,100,50,75,75,75,100,I think they are quite interesting and very relatable in some ways.,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American,Hispanic or Latino/a",NA,Some college,NA,"A fictional group of people, that are very in fact very similar to real people.",personality,NA,FL_80,NA,NA,can_do_cartwheels|are_smart|like_to_ride_bikes|tell_bad_jokes|give_good_gifts|are_angry|are_thoughtful|are_curious|are_friendly|are_forgetful|are_silly|take_care_of_others|live_w_thr_families|teach_children|are_brave,NA,pers_cry_easily|diet_breakfast_late|pers_collect_rocks|diet_pepper_on_all|phys_can_wiggle_ears|diet_can_eat_spicy|phys_can_roll_tongue|phys_cold_hands_feet|diet_like_juice_pulp|pers_like_highfive|phys_can_snap_toes|pers_like_to_dance|attn_check|phys_snore_sleep|diet_five_meals_day|pers_read_books
1763cf15cfde,2026-06-23 14:55:48,2026-06-23 15:07:18,IP Address,100,689,True,2026-06-23 15:07:19,R_6O66g2UBs0HbWGT,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|bird|dog|cow,92,25,57,61,32,39,30,76,84,39,88,55,90,70,82,100,"I think things that they cannot control would characterize Zarpies as a group, like snoring while they sleep, rather than preferences that can differ between Zarpies.",Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,East Asian,NA,"Bachelor's (B.A., B.S.)",NA,The study was about people's opinions on how likely it is for one set of actions of a member of the group to be related to the group.,physical,NA,FL_24,have_tattoos|paint_their_toenails|tan_easily|have_short_nails|have_bony_elbows|have_stripes_in_hair|wear tall socks|can_see_really_far|have_a_loud_voice|have_wide_feet|have_freckles_o_feet|can_touch_their_toes|have_orange_earwax|draw_circle_on_knees|have_flat_bellbutton,NA,NA,NA,diet_breakfast_late|phys_cold_hands_feet|diet_like_juice_pulp|pers_collect_rocks|attn_check|phys_can_wiggle_ears|diet_five_meals_day|phys_can_roll_tongue|pers_like_highfive|phys_can_snap_toes|diet_can_eat_spicy|phys_snore_sleep|pers_like_to_dance|pers_cry_easily|pers_read_books|diet_pepper_on_all
b1ff65f8ce4d,2026-06-23 14:58:41,2026-06-23 15:07:24,IP Address,100,523,True,2026-06-23 15:07:24,R_3LXbAdBgEHDaWD1,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|pig|bird|cow,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"They are a group of people who have all the same interests, likes, dislikes, characteristics and preferences. So if one likes something, its assumed that all of their group like that same thing.",Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",no,how people think about groups of people,heterogeneous,NA,FL_14,NA,NA,NA,tell_bad_jokes|like_to_eat_broccoli|are_friendly|make_bread|rdont_like_soup|tan_easily|like_to_eat_herbs|like_to_ride_bikes|have_orange_earwax|are_angry|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,pers_like_to_dance|phys_can_snap_toes|diet_like_juice_pulp|pers_read_books|phys_can_roll_tongue|pers_collect_rocks|phys_cold_hands_feet|diet_can_eat_spicy|diet_five_meals_day|pers_like_highfive|pers_cry_easily|diet_breakfast_late|phys_snore_sleep|phys_can_wiggle_ears|diet_pepper_on_all|attn_check
29c015a6d9eb,2026-06-23 14:56:28,2026-06-23 15:07:25,IP Address,100,657,True,2026-06-23 15:07:25,R_5p4Hq8I49t3oBpT,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|pig|dog|horse,40,15,60,30,10,25,20,35,70,60,25,15,60,20,50,100,I think they're characterized by what they like to eat.,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,How people generate assumptions about others.,diet,NA,FL_34,NA,eat_cheese|lt_drink_maple_syrup|like_to_drink_tea|rdont_like_soup|eat_meat|eat_nuts|like_to_eat_broccoli|like_to_eat_sweets|farm_potatoes|eat_rice|drink_milk|rdont_like_ice_cream|make_bread|lt_drink_fizzy_water|like_to_eat_herbs,NA,NA,diet_can_eat_spicy|attn_check|pers_collect_rocks|phys_can_wiggle_ears|phys_can_snap_toes|phys_cold_hands_feet|phys_snore_sleep|diet_five_meals_day|diet_pepper_on_all|pers_cry_easily|diet_like_juice_pulp|pers_like_highfive|pers_read_books|pers_like_to_dance|diet_breakfast_late|phys_can_roll_tongue
bbf94b6d2a93,2026-06-23 15:01:09,2026-06-23 15:07:27,IP Address,100,378,True,2026-06-23 15:07:27,R_1hG7kB14NxOVJnP,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|dog|horse|pig,63,31,68,4,9,6,41,93,13,85,16,13,35,64,57,100,they seem like real foodies,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,No idea,diet,NA,FL_34,NA,make_bread|like_to_eat_broccoli|rdont_like_ice_cream|drink_milk|lt_drink_fizzy_water|eat_nuts|rdont_like_soup|eat_meat|lt_drink_maple_syrup|farm_potatoes|like_to_drink_tea|like_to_eat_sweets|eat_rice|like_to_eat_herbs|eat_cheese,NA,NA,diet_breakfast_late|pers_cry_easily|phys_cold_hands_feet|attn_check|pers_read_books|phys_can_roll_tongue|pers_collect_rocks|phys_snore_sleep|pers_like_highfive|diet_five_meals_day|diet_like_juice_pulp|phys_can_snap_toes|phys_can_wiggle_ears|pers_like_to_dance|diet_can_eat_spicy|diet_pepper_on_all
e0b614464a72,2026-06-23 15:01:56,2026-06-23 15:07:29,IP Address,100,332,True,2026-06-23 15:07:29,R_6ByxiMass537eY3,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|dog|bird|horse,56,10,3,5,19,14,7,60,48,18,15,5,25,14,11,100,The fact that they share similar traits such as having freckles on the feet,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,Prefer not to specify,NA,Prefer not to specify,NA,I am unsure,heterogeneous,NA,FL_14,NA,NA,NA,like_to_ride_bikes|like_to_eat_herbs|make_bread|like_to_eat_broccoli|have_orange_earwax|rdont_like_soup|tell_bad_jokes|tan_easily|are_angry|are_friendly|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,diet_like_juice_pulp|pers_like_to_dance|phys_can_snap_toes|phys_snore_sleep|phys_can_roll_tongue|phys_cold_hands_feet|diet_breakfast_late|pers_collect_rocks|pers_cry_easily|pers_read_books|pers_like_highfive|phys_can_wiggle_ears|diet_pepper_on_all|diet_can_eat_spicy|diet_five_meals_day|attn_check
